title	description	datasetIdentifier	disease	authors	created	modified	accessed	landingPage	accessPage	format	conformsTo	license	geography	apolloLocationCode	ISO_3166	ISO_3166-1	ISO_3166-1_alpha-3
Counts of people diagnosed with Dengue hemorrhagic fever in Virgin Islands as reported by public health surveillance from 2007-01-01 to 2012-12-31	Counts of people diagnosed with Dengue hemorrhagic fever in Virgin Islands as reported by the Pan American Health Organization Website. These counts have been curated by the Project Tycho data team at the University of Pittsburgh.	TYCHO:VI.20927009.v2	Dengue hemorrhagic fever	Wilbert van Panhuis, Marc Choisy, Xin Xionga, Nian Choka, Pasakorn Akarasewi, Sopon Iamsirithaworn, Sai Lam, Chee Chong, Fook Lam, Bounlay Phommasak, Phengta Vongphrachanh, Khamphaphongphane Bouaphanh, Huy Rekol, Nguyen Hien, Pham Thai, Tran Duong, Jen-Hsiang Chuang, Yu-Lun Liu, Lee-Ching Ng, Yuan Shi, Enrique Tayag, Vito Roque, Lyndon Suy, Richard Jarman, Robert Gibbons, John Velasco, In-Kyu Yoon, Donald Burke, Derek Cummings	null	null	null	http://www.tycho.pitt.edu/	http://www.tycho.pitt.edu/data/VI.20927009	csv	Tycho 2.0 format	null	Virgin Islands	1604	US-VI	null	null
Counts of people diagnosed with Invasive meningococcal disease in the United States as reported by public health surveillance from 2006-01-01 to 2016-07-02	Counts of people diagnosed with Invasive meningococcal disease for US states and/or cities as reported by multiple surveillance systems. These counts have been curated by the Project Tycho data team at the University of Pittsburgh.	TYCHO:US.707225006.v2	Invasive meningococcal disease	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	http://www.tycho.pitt.edu/	http://www.tycho.pitt.edu/data/US.707225006	csv	Tycho 2.0 format	null	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Acute nonparalytic poliomyelitis in the United States as reported by public health surveillance from 1954-01-03 to 1963-12-14	Counts of people diagnosed with Acute nonparalytic poliomyelitis for US states and/or cities as reported by the United States Morbidity and Mortality Weekly Report. These counts have been curated by the Project Tycho data team at the University of Pittsburgh.	TYCHO:US.14535005.v2	Acute nonparalytic poliomyelitis	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	http://www.tycho.pitt.edu/	http://www.tycho.pitt.edu/data/US.14535005	csv	Tycho 2.0 format	null	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Dengue hemorrhagic fever in Panama as reported by public health surveillance from 1995-01-01 to 2012-12-31	Counts of people diagnosed with Dengue hemorrhagic fever in Panama as reported by multiple surveillance systems. These counts have been curated by the Project Tycho data team at the University of Pittsburgh.	TYCHO:PA.20927009.v2	Dengue hemorrhagic fever	Wilbert van Panhuis, Marc Choisy, Xin Xionga, Nian Choka, Pasakorn Akarasewi, Sopon Iamsirithaworn, Sai Lam, Chee Chong, Fook Lam, Bounlay Phommasak, Phengta Vongphrachanh, Khamphaphongphane Bouaphanh, Huy Rekol, Nguyen Hien, Pham Thai, Tran Duong, Jen-Hsiang Chuang, Yu-Lun Liu, Lee-Ching Ng, Yuan Shi, Enrique Tayag, Vito Roque, Lyndon Suy, Richard Jarman, Robert Gibbons, John Velasco, In-Kyu Yoon, Donald Burke, Derek Cummings	null	null	null	http://www.tycho.pitt.edu/	http://www.tycho.pitt.edu/data/PA.20927009	csv	Tycho 2.0 format	null	Panama	5074	PA	null	PAN
Counts of people diagnosed with Typhoid and paratyphoid fevers in the United States as reported by public health surveillance from 1937-10-10 to 1951-12-08	Counts of people diagnosed with Typhoid and paratyphoid fevers for US states and/or cities as reported by the United States Public Health Report. These counts have been curated by the Project Tycho data team at the University of Pittsburgh.	TYCHO:US.186090001.v2	Typhoid and paratyphoid fevers	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	http://www.tycho.pitt.edu/	http://www.tycho.pitt.edu/data/US.186090001	csv	Tycho 2.0 format	null	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Dengue in Panama as reported by public health surveillance from 1988-01-01 to 2012-12-31	Counts of people diagnosed with Dengue in Panama as reported by multiple surveillance systems. These counts have been curated by the Project Tycho data team at the University of Pittsburgh.	TYCHO:PA.38362002.v2	Dengue	Wilbert van Panhuis, Marc Choisy, Xin Xionga, Nian Choka, Pasakorn Akarasewi, Sopon Iamsirithaworn, Sai Lam, Chee Chong, Fook Lam, Bounlay Phommasak, Phengta Vongphrachanh, Khamphaphongphane Bouaphanh, Huy Rekol, Nguyen Hien, Pham Thai, Tran Duong, Jen-Hsiang Chuang, Yu-Lun Liu, Lee-Ching Ng, Yuan Shi, Enrique Tayag, Vito Roque, Lyndon Suy, Richard Jarman, Robert Gibbons, John Velasco, In-Kyu Yoon, Donald Burke, Derek Cummings	null	null	null	http://www.tycho.pitt.edu/	http://www.tycho.pitt.edu/data/PA.38362002	csv	Tycho 2.0 format	null	Panama	5074	PA	null	PAN
Counts of people diagnosed with West Nile fever without encephalitis in the United States as reported by public health surveillance from 2005-01-02 to 2016-01-02	Counts of people diagnosed with West Nile fever without encephalitis for US states and/or cities as reported by multiple surveillance systems. These counts have been curated by the Project Tycho data team at the University of Pittsburgh.	TYCHO:US.397420007.v2	West Nile fever without encephalitis	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	http://www.tycho.pitt.edu/	http://www.tycho.pitt.edu/data/US.397420007	csv	Tycho 2.0 format	null	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Dengue in New Zealand as reported by public health surveillance from 1979-01-01 to 2010-12-31	Counts of people diagnosed with Dengue in New Zealand as reported by multiple surveillance systems. These counts have been curated by the Project Tycho data team at the University of Pittsburgh.	TYCHO:NZ.38362002.v2	Dengue	Wilbert van Panhuis, Marc Choisy, Xin Xionga, Nian Choka, Pasakorn Akarasewi, Sopon Iamsirithaworn, Sai Lam, Chee Chong, Fook Lam, Bounlay Phommasak, Phengta Vongphrachanh, Khamphaphongphane Bouaphanh, Huy Rekol, Nguyen Hien, Pham Thai, Tran Duong, Jen-Hsiang Chuang, Yu-Lun Liu, Lee-Ching Ng, Yuan Shi, Enrique Tayag, Vito Roque, Lyndon Suy, Richard Jarman, Robert Gibbons, John Velasco, In-Kyu Yoon, Donald Burke, Derek Cummings	null	null	null	http://www.tycho.pitt.edu/	http://www.tycho.pitt.edu/data/NZ.38362002	csv	Tycho 2.0 format	null	New Zealand	5063	NZ	null	NZL
Counts of people diagnosed with Dengue in French Polynesia as reported by public health surveillance from 1979-01-01 to 2010-12-31	Counts of people diagnosed with Dengue in French Polynesia as reported by multiple surveillance systems. These counts have been curated by the Project Tycho data team at the University of Pittsburgh.	TYCHO:PF.38362002.v2	Dengue	Wilbert van Panhuis, Marc Choisy, Xin Xionga, Nian Choka, Pasakorn Akarasewi, Sopon Iamsirithaworn, Sai Lam, Chee Chong, Fook Lam, Bounlay Phommasak, Phengta Vongphrachanh, Khamphaphongphane Bouaphanh, Huy Rekol, Nguyen Hien, Pham Thai, Tran Duong, Jen-Hsiang Chuang, Yu-Lun Liu, Lee-Ching Ng, Yuan Shi, Enrique Tayag, Vito Roque, Lyndon Suy, Richard Jarman, Robert Gibbons, John Velasco, In-Kyu Yoon, Donald Burke, Derek Cummings	null	null	null	http://www.tycho.pitt.edu/	http://www.tycho.pitt.edu/data/PF.38362002	csv	Tycho 2.0 format	null	French Polynesia	6128	FR-PF	null	null
Counts of people diagnosed with Intestinal infection caused by Escherichia coli O157:H7 in the United States as reported by public health surveillance from 1995-12-31 to 2005-12-31	Counts of people diagnosed with Intestinal infection caused by Escherichia coli O157:H7 for US states and/or cities as reported by multiple surveillance systems. These counts have been curated by the Project Tycho data team at the University of Pittsburgh.	TYCHO:US.446328009.v2	Intestinal infection caused by Escherichia coli O157:H7	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	http://www.tycho.pitt.edu/	http://www.tycho.pitt.edu/data/US.446328009	csv	Tycho 2.0 format	null	United States of America (the)	1216	US	null	USA
