title	description	datasetIdentifier	disease	authors	created	modified	accessed	landingPage	accessPage	format	conformsTo	license	geography	apolloLocationCode	ISO_3166	ISO_3166-1	ISO_3166-1_alpha-3
2014 - ongoing, Aruba, Chikungunya epidemic data and knowledge	Information about the 2014 - ongoing, Aruba Chikungunya epidemic curated from multiple publications and reports. The information is represented in machine-interpretable Apollo-XSD format. The terminology is defined by the Apollo-SV ontology and standard identifiers.	identifier will be created at time of release	null	Wilbert van Panhuis	null	2015-03-21	null	http://epimodels.org/apolloLibraryViewer-4.0.1/main/epidemic/45	http://epimodels.org/apolloLibraryViewer-4.0.1/epidemic/45.xml?view=true	xml, json	Apollo XSD; bsg-s000701	null	Aruba		AW	null	ABW
2014 - ongoing, Costa Rica, Chikungunya epidemic data and knowledge	Information about the 2014 - ongoing, Costa Rica Chikungunya epidemic curated from multiple publications and reports. The information is represented in machine-interpretable Apollo-XSD format. The terminology is defined by the Apollo-SV ontology and standard identifiers.	identifier will be created at time of release	null	Wilbert van Panhuis	null	2015-03-21	null	http://epimodels.org/apolloLibraryViewer-4.0.1/main/epidemic/56	http://epimodels.org/apolloLibraryViewer-4.0.1/epidemic/56.xml?view=true	xml, json	Apollo XSD; bsg-s000701	null	Costa Rica		CR	null	CRI
2014 - ongoing, Cayman Islands, Chikungunya epidemic data and knowledge	Information about the 2014 - ongoing, Cayman Islands Chikungunya epidemic curated from multiple publications and reports. The information is represented in machine-interpretable Apollo-XSD format. The terminology is defined by the Apollo-SV ontology and standard identifiers.	identifier will be created at time of release	null	Wilbert van Panhuis	null	2015-03-21	null	http://epimodels.org/apolloLibraryViewer-4.0.1/main/epidemic/53	http://epimodels.org/apolloLibraryViewer-4.0.1/epidemic/53.xml?view=true	xml, json	Apollo XSD; bsg-s000701	null	Cayman Islands		KY	null	CYM
2014 - ongoing, Saint Barthelemy, France, Chikungunya epidemic data and knowledge	Information about the 2014 - ongoing, Saint Barthelemy, France Chikungunya epidemic curated from multiple publications and reports. The information is represented in machine-interpretable Apollo-XSD format. The terminology is defined by the Apollo-SV ontology and standard identifiers.	identifier will be created at time of release	null	Wilbert van Panhuis	null	2015-03-21	null	http://epimodels.org/apolloLibraryViewer-4.0.1/main/epidemic/79	http://epimodels.org/apolloLibraryViewer-4.0.1/epidemic/79.xml?view=true	xml, json	Apollo XSD; bsg-s000701	null	Saint Barthelemy		FR-BL	null	null
2014 - ongoing, Guadeloupe, France, Chikungunya epidemic data and knowledge	Information about the 2014 - ongoing, Guadeloupe, France Chikungunya epidemic curated from multiple publications and reports. The information is represented in machine-interpretable Apollo-XSD format. The terminology is defined by the Apollo-SV ontology and standard identifiers.	identifier will be created at time of release	null	Wilbert van Panhuis	null	2015-03-21	null	http://epimodels.org/apolloLibraryViewer-4.0.1/main/epidemic/65	http://epimodels.org/apolloLibraryViewer-4.0.1/epidemic/65.xml?view=true	xml, json	Apollo XSD; bsg-s000701	null	Guadeloupe		FR-GP	null	null
2014 - ongoing, Peru, Chikungunya epidemic data and knowledge	Information about the 2014 - ongoing, Peru Chikungunya epidemic curated from multiple publications and reports. The information is represented in machine-interpretable Apollo-XSD format. The terminology is defined by the Apollo-SV ontology and standard identifiers.	identifier will be created at time of release	null	Wilbert van Panhuis	null	2015-03-21	null	http://epimodels.org/apolloLibraryViewer-4.0.1/main/epidemic/77	http://epimodels.org/apolloLibraryViewer-4.0.1/epidemic/77.xml?view=true	xml, json	Apollo XSD; bsg-s000701	null	Peru		PE	null	PER
2014 - ongoing, Grenada, Chikungunya epidemic data and knowledge	Information about the 2014 - ongoing, Grenada Chikungunya epidemic curated from multiple publications and reports. The information is represented in machine-interpretable Apollo-XSD format. The terminology is defined by the Apollo-SV ontology and standard identifiers.	identifier will be created at time of release	null	Wilbert van Panhuis	null	2015-03-21	null	http://epimodels.org/apolloLibraryViewer-4.0.1/main/epidemic/64	http://epimodels.org/apolloLibraryViewer-4.0.1/epidemic/64.xml?view=true	xml, json	Apollo XSD; bsg-s000701	null	Grenada		GD	null	GRD
2014 - ongoing, Brazil, Chikungunya epidemic data and knowledge	Information about the 2014 - ongoing, Brazil Chikungunya epidemic curated from multiple publications and reports. The information is represented in machine-interpretable Apollo-XSD format. The terminology is defined by the Apollo-SV ontology and standard identifiers.	identifier will be created at time of release	null	Wilbert van Panhuis	null	2015-03-21	null	http://epimodels.org/apolloLibraryViewer-4.0.1/main/epidemic/51	http://epimodels.org/apolloLibraryViewer-4.0.1/epidemic/51.xml?view=true	xml, json	Apollo XSD; bsg-s000701	null	Brazil		BR	null	BRA
2014 - ongoing, El Salvador, Chikungunya epidemic data and knowledge	Information about the 2014 - ongoing, El Salvador Chikungunya epidemic curated from multiple publications and reports. The information is represented in machine-interpretable Apollo-XSD format. The terminology is defined by the Apollo-SV ontology and standard identifiers.	identifier will be created at time of release	null	Wilbert van Panhuis	null	2015-03-21	null	http://epimodels.org/apolloLibraryViewer-4.0.1/main/epidemic/62	http://epimodels.org/apolloLibraryViewer-4.0.1/epidemic/62.xml?view=true	xml, json	Apollo XSD; bsg-s000701	null	El Salvador		SV	null	SLV
2014 - ongoing, Nicaragua, Chikungunya epidemic data and knowledge	Information about the 2014 - ongoing, Nicaragua Chikungunya epidemic curated from multiple publications and reports. The information is represented in machine-interpretable Apollo-XSD format. The terminology is defined by the Apollo-SV ontology and standard identifiers.	identifier will be created at time of release	null	Wilbert van Panhuis	null	2015-03-21	null	http://epimodels.org/apolloLibraryViewer-4.0.1/main/epidemic/74	http://epimodels.org/apolloLibraryViewer-4.0.1/epidemic/74.xml?view=true	xml, json	Apollo XSD; bsg-s000701	null	Nicaragua		NI	null	NIC
2014 - ongoing, Panama, Chikungunya epidemic data and knowledge	Information about the 2014 - ongoing, Panama Chikungunya epidemic curated from multiple publications and reports. The information is represented in machine-interpretable Apollo-XSD format. The terminology is defined by the Apollo-SV ontology and standard identifiers.	identifier will be created at time of release	null	Wilbert van Panhuis	null	2015-03-21	null	http://epimodels.org/apolloLibraryViewer-4.0.1/main/epidemic/75	http://epimodels.org/apolloLibraryViewer-4.0.1/epidemic/75.xml?view=true	xml, json	Apollo XSD; bsg-s000701	null	Panama		PA	null	PAN
2014 - ongoing, Venezuela, Chikungunya epidemic data and knowledge	Information about the 2014 - ongoing, Venezuela Chikungunya epidemic curated from multiple publications and reports. The information is represented in machine-interpretable Apollo-XSD format. The terminology is defined by the Apollo-SV ontology and standard identifiers.	identifier will be created at time of release	null	Wilbert van Panhuis	null	2015-03-21	null	http://epimodels.org/apolloLibraryViewer-4.0.1/main/epidemic/89	http://epimodels.org/apolloLibraryViewer-4.0.1/epidemic/89.xml?view=true	xml, json	Apollo XSD; bsg-s000701	null	Venezuela		VE	null	VEN
